"player_name";"player_api_id";"player_nation";"season";"team_long_name";"team_api_id";"season_player_age";"market_val_amnt";"player_pos";"team_country"
"Aaron Cresswell";"155782";"England";"2014";"West Ham United";"8654";"25";"5000000";"LB";"England"
"Aaron Hunt";"27316";"Germany";"2014";"VfL Wolfsburg";"8721";"28";"250000";"AM";"Germany"
"Aaron Lennon";"30895";"England";"2015";"Everton";"8668";"28";"1100000";"RW";"England"
"Aaron Meijers";"101042";"Netherlands";"2012";"ADO Den Haag";"10217";"25";"325000";"LB";"Netherlands"
"Abdelaziz Barrada";"167027";"Morocco";"2011";"Getafe CF";"8305";"22";"200000";"AM";"Spain"
"Abdelhamid El Kaoutari";"128456";"Morocco";"2015";"Palermo";"8540";"25";"400000";"CB";"Italy"
"Abdou Diallo";"563215";"Senegal";"2014";"AS Monaco";"9829";"18";"25000000";"LB";"France"
"Abdoul Ba";"564712";"Mauritania";"2014";"RC Lens";"8588";"20";"250000";"CB";"France"
"Abdoul Karim Yoda";"67334";"France";"2014";"Getafe CF";"8305";"26";"250000";"RW";"Spain"
"Abdoulaye Ba";"191784";"Senegal";"2012";"FC Porto";"9773";"21";"500000";"CB";"Portugal"
"Abdoulaye Ba";"191784";"Senegal";"2013";"Vitória Guimarães";"7844";"22";"500000";"CB";"Portugal"
"Abdoulaye Ba";"191784";"Senegal";"2014";"Rayo Vallecano";"8370";"23";"500000";"CB";"Spain"
"Abdoulaye Diallo";"189181";"Senegal";"2015";"Stade Rennais FC";"9851";"23";"300000";"GK";"France"
"Abdul Majeed Waris";"196947";"Ghana";"2015";"FC Lorient";"8689";"24";"2000000";"CF";"France"
"Abiola Dauda";"114503";"Nigeria";"2014";"Vitesse";"8277";"26";"250000";"CF";"Netherlands"
"Abraham Minero";"213695";"Spain";"2011";"Real Zaragoza";"8394";"25";"50000";"LB";"Spain"
"Abraham Minero";"213695";"Spain";"2014";"SD Eibar";"8372";"28";"50000";"LB";"Spain"
"Achraf Lazaar";"293235";"Morocco";"2014";"Palermo";"8540";"22";"300000";"LB";"Italy"
"Adam Hlousek";"89240";"Czech Republic";"2014";"VfB Stuttgart";"10269";"26";"300000";"LB";"Germany"
"Adam Lallana";"37234";"England";"2014";"Liverpool";"8650";"26";"4000000";"AM";"England"
"Adama Ba";"287224";"Mauritania";"2013";"SC Bastia";"7794";"20";"250000";"RW";"France"
"Adama Soumaoro";"357881";"France";"2013";"LOSC Lille";"8639";"21";"4000000";"CB";"France"
"Adel Taarabt";"47394";"Morocco";"2013";"Fulham";"9879";"24";"4000000";"CM";"England"
"Adel Taarabt";"47394";"Morocco";"2014";"Queens Park Rangers";"10172";"25";"4000000";"CM";"England"
"Adem Ljajic";"155738";"Serbia";"2013";"Roma";"8686";"22";"3800000";"AM";"Italy"
"Adem Ljajic";"155738";"Serbia";"2015";"Inter";"8636";"24";"3800000";"AM";"Italy"
"Adil Auassar";"45816";"Netherlands";"2011";"RKC Waalwijk";"10219";"25";"275000";"DM";"Netherlands"
"Adil Rami";"77741";"France";"2011";"Valencia CF";"10267";"26";"250000";"CB";"Spain"
"Adil Rami";"77741";"France";"2014";"Milan";"8564";"29";"250000";"CB";"Italy"
"Adil Rami";"77741";"France";"2015";"Sevilla FC";"8302";"30";"250000";"CB";"Spain"
"Admir Mehmedi";"132844";"Switzerland";"2013";"SC Freiburg";"8358";"22";"2500000";"SS";"Germany"
"Admir Mehmedi";"132844";"Switzerland";"2014";"SC Freiburg";"8358";"23";"2500000";"SS";"Germany"
"Admir Mehmedi";"132844";"Switzerland";"2015";"Bayer 04 Leverkusen";"8178";"24";"2500000";"SS";"Germany"
"Adnan Januzaj";"449241";"Belgium";"2013";"Manchester United";"10260";"18";"12000000";"RW";"England"
"Adnan Januzaj";"449241";"Belgium";"2015";"Manchester United";"10260";"20";"12000000";"RW";"England"
"Adnane Tighadouini";"261599";"Morocco";"2015";"Málaga CF";"9864";"23";"300000";"LW";"Spain"
"Adrian Mariappa";"23358";"Jamaica";"2012";"Reading";"9798";"26";"300000";"CB";"England"
"Adrian Mariappa";"23358";"Jamaica";"2013";"Crystal Palace";"9826";"27";"300000";"CB";"England"
"Adrian Stoian";"168047";"Romania";"2012";"Chievo Verona";"8533";"21";"150000";"LW";"Italy"
"Adriano";"33992";"Brazil";"2010";"FC Barcelona";"8634";"26";"350000";"LB";"Spain"
"Adriano Facchini";"280969";"Brazil";"2011";"Gil Vicente FC";"9764";"28";"50000";"GK";"Portugal"
"Adrien Hunou";"447107";"France";"2013";"Stade Rennais FC";"9851";"19";"3500000";"CF";"France"
"Adrien Rabiot";"352879";"France";"2012";"Paris Saint-Germain";"9847";"17";"30000000";"CM";"France"
"Adrien Rabiot";"352879";"France";"2013";"Paris Saint-Germain";"9847";"18";"30000000";"CM";"France"
"Adrien Silva";"40930";"Portugal";"2010";"Sporting CP";"9768";"21";"3000000";"CM";"Portugal"
"Adrien Silva";"40930";"Portugal";"2012";"Sporting CP";"9768";"23";"3000000";"CM";"Portugal"
"Adrien Thomasson";"317062";"France";"2015";"FC Nantes";"9830";"22";"6000000";"AM";"France"
"Adryan";"263276";"Brazil";"2015";"FC Nantes";"9830";"21";"500000";"AM";"France"
"Afriyie Acquah";"213366";"Ghana";"2012";"Parma";"10167";"20";"1500000";"CM";"Italy"
"Afriyie Acquah";"213366";"Ghana";"2013";"Parma";"10167";"21";"1500000";"CM";"Italy"
"Afriyie Acquah";"213366";"Ghana";"2015";"Torino";"9804";"23";"1500000";"CM";"Italy"
"Agim Ibraimi";"118883";"North Macedonia";"2013";"Cagliari";"8529";"25";"250000";"RW";"Italy"
"Ahmed Hassan Koka";"403003";"Egypt";"2012";"Rio Ave FC";"7841";"19";"3400000";"CF";"Portugal"
"Ahmed Hassan Koka";"403003";"Egypt";"2015";"SC Braga";"10264";"22";"3400000";"CF";"Portugal"
"Akaki Gogia";"243127";"Germany";"2011";"FC Augsburg";"8406";"19";"650000";"RW";"Germany"
"Alan Henrique";"267728";"Brazil";"2015";"CD Nacional";"10214";"24";"100000";"CB";"Portugal"
"Alan Schons";"667963";"Brazil";"2015";"Moreirense FC";"8348";"22";"75000";"DM";"Portugal"
"Alassane Plea";"294859";"France";"2014";"OGC Nice";"9831";"21";"18000000";"CF";"France"
"Alberto Bueno";"41168";"Spain";"2009";"Real Valladolid";"10281";"21";"200000";"SS";"Spain"
"Alberto Bueno";"41168";"Spain";"2013";"Rayo Vallecano";"8370";"25";"200000";"SS";"Spain"
"Alberto Bueno";"41168";"Spain";"2015";"FC Porto";"9773";"27";"200000";"SS";"Portugal"
"Alberto Moreno";"314605";"Spain";"2014";"Liverpool";"8650";"22";"2500000";"LB";"England"
"Alberto Paloschi";"109121";"Italy";"2011";"Chievo Verona";"8533";"21";"800000";"CF";"Italy"
"Alberto Perea";"231977";"Spain";"2013";"Rayo Vallecano";"8370";"23";"1200000";"LW";"Spain"
"Alberto Zapater";"38576";"Spain";"2009";"Genoa";"10233";"24";"100000";"DM";"Italy"
"Alberto Zapater";"38576";"Spain";"2010";"Sporting CP";"9768";"25";"100000";"DM";"Portugal"
"Albin Ekdal";"71768";"Sweden";"2010";"Bologna";"9857";"21";"3000000";"DM";"Italy"
"Albin Ekdal";"71768";"Sweden";"2011";"Cagliari";"8529";"22";"3000000";"DM";"Italy"
"Aldo Kalulu";"664961";"France";"2015";"Olympique Lyonnais";"9748";"19";"1000000";"RW";"France"
"Aleandro Rosi";"39345";"Italy";"2009";"Siena";"8551";"22";"300000";"RB";"Italy"
"Aleandro Rosi";"39345";"Italy";"2010";"Roma";"8686";"23";"300000";"RB";"Italy"
"Aleandro Rosi";"39345";"Italy";"2012";"Parma";"10167";"25";"300000";"RB";"Italy"
"Aleandro Rosi";"39345";"Italy";"2014";"Genoa";"10233";"27";"300000";"RB";"Italy"
"Aleandro Rosi";"39345";"Italy";"2015";"Frosinone";"9891";"28";"300000";"RB";"Italy"
"Alejandro Arribas";"191906";"Spain";"2012";"CA Osasuna";"8371";"23";"200000";"CB";"Spain"
"Alejandro Arribas";"191906";"Spain";"2014";"Sevilla FC";"8302";"25";"200000";"CB";"Spain"
"Alejandro Arribas";"191906";"Spain";"2015";"RC Deportivo de La Coruña";"9783";"26";"200000";"CB";"Spain"
"Alejandro Bedoya";"169217";"United States";"2013";"FC Nantes";"9830";"26";"400000";"CM";"France"
"Aleksandar Damcevski";"522571";"North Macedonia";"2014";"NAC Breda";"9761";"22";"150000";"CB";"Netherlands"
"Aleksandar Ignjovski";"167094";"Serbia";"2011";"SV Werder Bremen";"8697";"20";"350000";"DM";"Germany"
"Aleksandar Ignjovski";"167094";"Serbia";"2014";"Eintracht Frankfurt";"9810";"23";"350000";"DM";"Germany"
"Aleksandar Kolarov";"16351";"Serbia";"2010";"Manchester City";"8456";"25";"1500000";"LB";"England"
"Aleksandar Miljkovic";"155739";"Serbia";"2013";"SC Braga";"10264";"23";"400000";"RB";"Portugal"
"Aleksandar Mitrovic";"351860";"Serbia";"2015";"Newcastle United";"10261";"21";"16000000";"CF";"England"
"Aleksandar Pantic";"280638";"Serbia";"2013";"Villarreal CF";"10205";"21";"400000";"CB";"Spain"
"Aleksandar Pantic";"280638";"Serbia";"2014";"Córdoba CF";"7869";"22";"400000";"CB";"Spain"
"Aleksandar Pantic";"280638";"Serbia";"2015";"SD Eibar";"8372";"23";"400000";"CB";"Spain"
"Aleksandar Trajkovski";"208852";"North Macedonia";"2015";"Palermo";"8540";"23";"400000";"LW";"Italy"
"Alessandro Damen";"561819";"Netherlands";"2014";"Excelsior";"10218";"24";"325000";"GK";"Netherlands"
"Alessandro Diamanti";"41475";"Italy";"2009";"West Ham United";"8654";"26";"200000";"AM";"England"
"Alessandro Diamanti";"41475";"Italy";"2010";"Brescia";"9858";"27";"200000";"AM";"Italy"
"Alessandro Diamanti";"41475";"Italy";"2011";"Bologna";"9857";"28";"200000";"AM";"Italy"
"Alessandro Florenzi";"264842";"Italy";"2012";"Roma";"8686";"21";"8000000";"RB";"Italy"
"Alessio Cerci";"41269";"Italy";"2010";"Fiorentina";"8535";"23";"200000";"RW";"Italy"
"Alessio Cerci";"41269";"Italy";"2012";"Torino";"9804";"25";"200000";"RW";"Italy"
"Alessio Cragno";"282706";"Italy";"2014";"Cagliari";"8529";"20";"17000000";"GK";"Italy"
"Alessio Romagnoli";"362195";"Italy";"2014";"Sampdoria";"9882";"19";"20000000";"CB";"Italy"
"Alessio Romagnoli";"362195";"Italy";"2015";"Milan";"8564";"20";"20000000";"CB";"Italy"
"Alex Iwobi";"604785";"Nigeria";"2015";"Arsenal";"9825";"19";"22000000";"LW";"England"
"Alex McCarthy";"119079";"England";"2014";"Queens Park Rangers";"10172";"25";"5000000";"GK";"England"
"Alex McCarthy";"119079";"England";"2015";"Crystal Palace";"9826";"26";"5000000";"GK";"England"
"Alex Sandro";"157865";"Brazil";"2015";"Juventus";"9885";"24";"20000000";"LB";"Italy"
"Alex Soares";"478988";"Portugal";"2013";"CS Marítimo";"10212";"22";"450000";"CM";"Portugal"
"Alex Song";"23678";"Cameroon";"2012";"FC Barcelona";"8634";"25";"400000";"DM";"Spain"
"Alex Telles";"428672";"Brazil";"2015";"Inter";"8636";"23";"20000000";"LB";"Italy"
"Alexander Baumjohann";"27306";"Germany";"2009";"FC Bayern Munich";"9823";"22";"200000";"AM";"Germany"
"Alexander Baumjohann";"27306";"Germany";"2013";"Hertha BSC Berlin";"8177";"26";"200000";"AM";"Germany"
"Alexander Djiku";"407765";"Ghana";"2015";"SC Bastia";"7794";"21";"8000000";"CB";"France"
"Alexander Farnerud";"31672";"Sweden";"2013";"Torino";"9804";"29";"100000";"CM";"Italy"
"Alexander Gerndt";"71764";"Sweden";"2011";"FC Utrecht";"9908";"25";"200000";"CF";"Netherlands"
"Alexander Merkel";"192504";"Kazakhstan";"2011";"Milan";"8564";"19";"2200000";"CM";"Italy"
"Alexander Merkel";"192504";"Kazakhstan";"2011";"Genoa";"10233";"19";"2200000";"CM";"Italy"
"Alexander Tettey";"40100";"Norway";"2009";"Stade Rennais FC";"9851";"23";"500000";"DM";"France"
"Alexander Tettey";"40100";"Norway";"2012";"Norwich City";"9850";"26";"500000";"DM";"England"
"Alexandre Coeff";"265727";"France";"2015";"GFC Ajaccio";"6391";"23";"750000";"CB";"France"
"Alexandre Mendy";"560900";"Guinea-Bissau";"2015";"OGC Nice";"9831";"21";"1800000";"CF";"France"
"Alexy Bosetti";"303089";"France";"2012";"OGC Nice";"9831";"19";"325000";"CF";"France"
"Alexy Bosetti";"303089";"France";"2015";"OGC Nice";"9831";"22";"325000";"CF";"France"
"Alfonso Pedraza";"629594";"Spain";"2016";"Villarreal CF";"10205";"20";"20000000";"LB";"Spain"
"Alfred Duncan";"317156";"Ghana";"2013";"Livorno";"8537";"20";"10000000";"CM";"Italy"
"Alfred Duncan";"317156";"Ghana";"2014";"Sampdoria";"9882";"21";"10000000";"CM";"Italy"
"Alfred Duncan";"317156";"Ghana";"2015";"Sassuolo";"7943";"22";"10000000";"CM";"Italy"
"Alfred Finnbogason";"129918";"Iceland";"2012";"SC Heerenveen";"10228";"23";"1200000";"CF";"Netherlands"
"Alfred Finnbogason";"129918";"Iceland";"2014";"Real Sociedad";"8560";"25";"1200000";"CF";"Spain"
"Alfred Finnbogason";"129918";"Iceland";"2015";"Real Sociedad";"8560";"26";"1200000";"CF";"Spain"
"Alfred N'Diaye";"111801";"Senegal";"2013";"Sunderland";"8472";"23";"2300000";"DM";"England"
"Alhassan Wakaso";"242889";"Ghana";"2013";"Rio Ave FC";"7841";"21";"1000000";"DM";"Portugal"
"Alhassan Wakaso";"242889";"Ghana";"2014";"Rio Ave FC";"7841";"22";"1000000";"DM";"Portugal"
"Ali Adnan";"476771";"Iraq";"2015";"Udinese";"8600";"22";"1200000";"LB";"Italy"
"Alireza Haghighi";"167285";"Iran";"2014";"FC Penafiel";"6547";"26";"325000";"GK";"Portugal"
"Alireza Jahanbakhsh";"466890";"Iran";"2015";"AZ";"10229";"22";"5000000";"RW";"Netherlands"
"Allan";"188652";"Brazil";"2012";"Udinese";"8600";"21";"22000000";"CM";"Italy"
"Allan";"188652";"Brazil";"2014";"Udinese";"8600";"23";"22000000";"CM";"Italy"
"Allan";"188652";"Brazil";"2015";"Napoli";"9875";"24";"22000000";"CM";"Italy"
"Allan McGregor";"32496";"Scotland";"2013";"Hull City";"8667";"31";"500000";"GK";"England"
"Allan Nyom";"213809";"Cameroon";"2012";"Granada CF";"7878";"24";"2000000";"RB";"Spain"
"Allan Nyom";"213809";"Cameroon";"2015";"Watford";"9817";"27";"2000000";"RB";"England"
"Allan Saint-Maximin";"466482";"France";"2015";"Hannover 96";"9904";"18";"30000000";"LW";"Germany"
"Alphonse Areola";"210164";"France";"2014";"SC Bastia";"7794";"21";"14000000";"GK";"France"
"Alphonse Areola";"210164";"France";"2015";"Villarreal CF";"10205";"22";"14000000";"GK";"Spain"
"Aly Cissokho";"93484";"France";"2009";"Olympique Lyonnais";"9748";"22";"150000";"CB";"France"
"Aly Cissokho";"93484";"France";"2012";"Valencia CF";"10267";"25";"150000";"CB";"Spain"
"Aly Cissokho";"93484";"France";"2014";"Aston Villa";"10252";"27";"150000";"CB";"England"
"Aly Cissokho";"93484";"France";"2015";"FC Porto";"9773";"28";"150000";"CB";"Portugal"
"Amin Affane";"384142";"Sweden";"2012";"Roda JC Kerkrade";"9803";"18";"100000";"AM";"Netherlands"
"Anaitz Arbilla";"213814";"Spain";"2014";"RCD Espanyol";"8558";"27";"600000";"CB";"Spain"
"Anderson Carvalho";"265799";"Brazil";"2014";"Boavista FC";"8613";"24";"600000";"DM";"Portugal"
"Anderson Correia";"570360";"Brazil";"2014";"Boavista FC";"8613";"23";"600000";"LB";"Portugal"
"Anderson Esiti";"470305";"Nigeria";"2014";"Estoril Praia";"7842";"20";"2000000";"DM";"Portugal"
"Anderson Talisca";"450011";"Brazil";"2014";"SL Benfica";"9772";"20";"10000000";"AM";"Portugal"
"Andre Wisdom";"265918";"England";"2014";"West Bromwich Albion";"8659";"21";"1200000";"RB";"England"
"Andre Wisdom";"265918";"England";"2015";"Norwich City";"9850";"22";"1200000";"RB";"England"
"Andrea Belotti";"309726";"Italy";"2014";"Palermo";"8540";"21";"35000000";"CF";"Italy"
"Andrea Belotti";"309726";"Italy";"2015";"Torino";"9804";"22";"35000000";"CF";"Italy"
"Andrea Bertolacci";"154239";"Italy";"2012";"Genoa";"10233";"21";"2700000";"CM";"Italy"
"Andrea Bertolacci";"154239";"Italy";"2015";"Milan";"8564";"24";"2700000";"CM";"Italy"
"Andrea Coda";"39643";"Italy";"2013";"Livorno";"8537";"28";"25000";"CB";"Italy"
"Andrea Coda";"39643";"Italy";"2015";"Sampdoria";"9882";"30";"25000";"CB";"Italy"
"Andrea Consigli";"39170";"Italy";"2014";"Sassuolo";"7943";"27";"3000000";"GK";"Italy"
"Andrea Esposito";"41942";"Italy";"2009";"Genoa";"10233";"23";"75000";"CB";"Italy"
"Andrea Esposito";"41942";"Italy";"2010";"Bologna";"9857";"24";"75000";"CB";"Italy"
"Andrea Esposito";"41942";"Italy";"2011";"Lecce";"9888";"25";"75000";"CB";"Italy"
"Andrea Masiello";"41879";"Italy";"2011";"Atalanta";"8524";"25";"800000";"CB";"Italy"
"Andrea Mazzarani";"159606";"Italy";"2011";"Novara";"6269";"22";"125000";"AM";"Italy"
"Andrea Poli";"57124";"Italy";"2013";"Milan";"8564";"24";"850000";"CM";"Italy"
"Andreas Christensen";"449232";"Denmark";"2015";"Borussia Mönchengladbach";"9788";"19";"35000000";"CB";"Germany"
"Andreas Johansson";"40495";"Sweden";"2009";"VfL Bochum";"9911";"27";"100000";"CB";"Germany"
"Andreas Landgren";"45435";"Sweden";"2010";"Willem II";"8525";"21";"150000";"RB";"Netherlands"
"Andreas Luthe";"178771";"Germany";"2009";"VfL Bochum";"9911";"22";"900000";"GK";"Germany"
"Andreas Samaris";"195724";"Greece";"2014";"SL Benfica";"9772";"25";"1500000";"DM";"Portugal"
"Andreas Weimann";"184360";"Austria";"2011";"Aston Villa";"10252";"20";"3000000";"RW";"England"
"Andrew Robertson";"357880";"Scotland";"2014";"Hull City";"8667";"20";"65000000";"LB";"England"
"Andy Carroll";"47382";"England";"2012";"West Ham United";"8654";"23";"1000000";"CF";"England"
"Andy Delort";"183530";"Algeria";"2015";"SM Caen";"7819";"24";"13000000";"CF";"France"
"Anouar Kali";"243509";"Morocco";"2011";"FC Utrecht";"9908";"20";"225000";"DM";"Netherlands"
"Anouar Kali";"243509";"Morocco";"2013";"Roda JC Kerkrade";"9803";"22";"225000";"DM";"Netherlands"
"Anouar Kali";"243509";"Morocco";"2014";"FC Utrecht";"9908";"23";"225000";"DM";"Netherlands"
"Anselmo";"202343";"Brazil";"2012";"Genoa";"10233";"23";"1600000";"DM";"Italy"
"Ante Vukusic";"170660";"Croatia";"2012";"Pescara";"9878";"21";"250000";"CF";"Italy"
"Anthony Annan";"71619";"Ghana";"2011";"Vitesse";"8277";"25";"25000";"DM";"Netherlands"
"Anthony Annan";"71619";"Ghana";"2012";"CA Osasuna";"8371";"26";"25000";"DM";"Spain"
"Anthony Martial";"413557";"France";"2013";"AS Monaco";"9829";"18";"35000000";"CF";"France"
"Anthony Martial";"413557";"France";"2015";"Manchester United";"10260";"20";"35000000";"CF";"England"
"Anthony Modeste";"71605";"France";"2012";"SC Bastia";"7794";"24";"1800000";"CF";"France"
"Anthony Modeste";"71605";"France";"2013";"TSG 1899 Hoffenheim";"8226";"25";"1800000";"CF";"Germany"
"Anthony Modeste";"71605";"France";"2015";"1. FC Köln";"8722";"27";"1800000";"CF";"Germany"
"Anthony Mounier";"40659";"France";"2009";"OGC Nice";"9831";"22";"200000";"LW";"France"
"Anthony Mounier";"40659";"France";"2015";"Bologna";"9857";"28";"200000";"LW";"Italy"
"Anthony Pilkington";"47194";"Ireland";"2011";"Norwich City";"9850";"23";"500000";"LW";"England"
"Anthony Ujah";"196366";"Nigeria";"2015";"SV Werder Bremen";"8697";"25";"800000";"CF";"Germany"
"Anthony Vanden Borre";"38368";"Belgium";"2009";"Portsmouth";"8462";"22";"100000";"RB";"England"
"Antonio Balzano";"41769";"Italy";"2014";"Cagliari";"8529";"28";"50000";"RB";"Italy"
"Antonio Candreva";"11685";"Italy";"2010";"Parma";"10167";"23";"2500000";"RM";"Italy"
"Antonio Candreva";"11685";"Italy";"2011";"Cesena";"9880";"24";"2500000";"RM";"Italy"
"Antonio Candreva";"11685";"Italy";"2012";"Lazio";"8543";"25";"2500000";"RM";"Italy"
"Antonio Candreva";"11685";"Italy";"2013";"Lazio";"8543";"26";"2500000";"RM";"Italy"
"Antonio Donnarumma";"212772";"Italy";"2012";"Genoa";"10233";"22";"300000";"GK";"Italy"
"Antonio Luna";"202553";"Spain";"2010";"Sevilla FC";"8302";"19";"900000";"LB";"Spain"
"Antonio Luna";"202553";"Spain";"2011";"Sevilla FC";"8302";"20";"900000";"LB";"Spain"
"Antonio Luna";"202553";"Spain";"2013";"Aston Villa";"10252";"22";"900000";"LB";"England"
"Antonio Luna";"202553";"Spain";"2015";"SD Eibar";"8372";"24";"900000";"LB";"Spain"
"Antonio Mazzotta";"182839";"Italy";"2014";"Cesena";"9880";"25";"200000";"LB";"Italy"
"Antonio Rosati";"27560";"Italy";"2011";"Napoli";"9875";"28";"100000";"GK";"Italy"
"Antonio Rosati";"27560";"Italy";"2013";"Sassuolo";"7943";"30";"100000";"GK";"Italy"
"Antonio Rukavina";"79737";"Serbia";"2012";"Real Valladolid";"10281";"28";"100000";"RB";"Spain"
"Antonio Rukavina";"79737";"Serbia";"2014";"Villarreal CF";"10205";"30";"100000";"RB";"Spain"
"Antunes";"45244";"Portugal";"2012";"FC Paços de Ferreira";"6403";"25";"1000000";"LB";"Portugal"
"Antunes";"45244";"Portugal";"2013";"Málaga CF";"9864";"26";"1000000";"LB";"Spain"
"Arda Turan";"39792";"Turkey";"2015";"FC Barcelona";"8634";"28";"400000";"LW";"Spain"
"Arkadiusz Milik";"277460";"Poland";"2013";"FC Augsburg";"8406";"19";"20000000";"CF";"Germany"
"Arkadiusz Milik";"277460";"Poland";"2014";"Ajax";"8593";"20";"20000000";"CF";"Netherlands"
"Arkadiusz Milik";"277460";"Poland";"2015";"Ajax";"8593";"21";"20000000";"CF";"Netherlands"
"Armando Izzo";"301023";"Italy";"2014";"Genoa";"10233";"22";"10000000";"CB";"Italy"
"Armin Bacinovic";"107502";"Slovenia";"2010";"Palermo";"8540";"21";"50000";"DM";"Italy"
"Arnold";"522765";"DR Congo";"2015";"Vitória Setúbal";"10238";"23";"175000";"RM";"Portugal"
"Arnold Mvuemba";"26324";"DR Congo";"2009";"FC Lorient";"8689";"24";"200000";"DM";"France"
"Arnold Mvuemba";"26324";"DR Congo";"2012";"Olympique Lyonnais";"9748";"27";"200000";"DM";"France"
"Arthur Masuaku";"418137";"DR Congo";"2013";"Valenciennes FC";"9873";"20";"7000000";"LB";"France"
"Artur Boruc";"30974";"Poland";"2010";"Fiorentina";"8535";"30";"50000";"GK";"Italy"
"Artur Boruc";"30974";"Poland";"2012";"Southampton";"8466";"32";"50000";"GK";"England"
"Artur Boruc";"30974";"Poland";"2015";"Bournemouth";"8678";"35";"50000";"GK";"England"
"Arturo Vidal";"49939";"Chile";"2011";"Juventus";"9885";"24";"3500000";"CM";"Italy"
"Arturo Vidal";"49939";"Chile";"2015";"FC Bayern Munich";"9823";"28";"3500000";"CM";"Germany"
"Asamoah Gyan";"41980";"Ghana";"2010";"Sunderland";"8472";"25";"100000";"CF";"England"
"Ashkan Dejagah";"27339";"Iran";"2012";"Fulham";"9879";"26";"200000";"RW";"England"
"Asier Illarramendi";"205278";"Spain";"2010";"Real Sociedad";"8560";"20";"6000000";"DM";"Spain"
"Asier Illarramendi";"205278";"Spain";"2013";"Real Madrid CF";"8633";"23";"6000000";"DM";"Spain"
"Asier Illarramendi";"205278";"Spain";"2015";"Real Sociedad";"8560";"25";"6000000";"DM";"Spain"
"Asier Riesgo";"33958";"Spain";"2015";"SD Eibar";"8372";"32";"100000";"GK";"Spain"
"Asmir Begovic";"46518";"Bosnia-Herzegovina";"2015";"Chelsea";"8455";"28";"1200000";"GK";"England"
"Assani Lukimya-Mulongoti";"36180";"DR Congo";"2012";"SV Werder Bremen";"8697";"26";"100000";"CB";"Germany"
"Atiba Hutchinson";"26785";"Canada";"2010";"PSV";"8640";"27";"575000";"CM";"Netherlands"
"Aurelian Chitu";"351063";"Romania";"2013";"Valenciennes FC";"9873";"22";"350000";"RW";"France"
"Avto";"361055";"Georgia";"2013";"Gil Vicente FC";"9764";"22";"225000";"LW";"Portugal"
"Axel Witsel";"39591";"Belgium";"2011";"SL Benfica";"9772";"22";"9000000";"DM";"Portugal"
"Aymen Abdennour";"192770";"Tunisia";"2015";"Valencia CF";"10267";"26";"250000";"CB";"Spain"
"Baba";"115798";"Senegal";"2013";"Levante UD";"8581";"25";"175000";"CF";"Spain"
"Baba";"115798";"Senegal";"2014";"Getafe CF";"8305";"26";"175000";"CF";"Spain"
"Baiano";"150064";"Brazil";"2009";"FC Paços de Ferreira";"6403";"22";"100000";"RB";"Portugal"
"Baiano";"150064";"Brazil";"2011";"SC Braga";"10264";"24";"100000";"RB";"Portugal"
"Bakary Sako";"46417";"Mali";"2009";"AS Saint-Étienne";"9853";"21";"400000";"LW";"France"
"Bakary Sako";"46417";"Mali";"2015";"Crystal Palace";"9826";"27";"400000";"LW";"England"
"Baptiste Guillaume";"438167";"Belgium";"2015";"LOSC Lille";"8639";"20";"1600000";"CF";"France"
"Baptiste Reynet";"279175";"France";"2011";"Dijon FCO";"9836";"21";"1500000";"GK";"France"
"Baptiste Reynet";"279175";"France";"2013";"FC Lorient";"8689";"23";"1500000";"GK";"France"
"Barnes Osei";"496646";"Ghana";"2015";"FC Paços de Ferreira";"6403";"20";"350000";"LW";"Portugal"
"Barry Bannan";"161415";"Scotland";"2010";"Aston Villa";"10252";"21";"1800000";"CM";"England"
"Barry Bannan";"161415";"Scotland";"2013";"Crystal Palace";"9826";"24";"1800000";"CM";"England"
"Barry Bannan";"161415";"Scotland";"2014";"Crystal Palace";"9826";"25";"1800000";"CM";"England"
"Barry Maguire";"45833";"Netherlands";"2011";"VVV-Venlo";"9839";"22";"175000";"AM";"Netherlands"
"Bart Biemans";"163227";"Belgium";"2011";"Roda JC Kerkrade";"9803";"23";"225000";"CB";"Netherlands"
"Bart Nieuwkoop";"680011";"Netherlands";"2015";"Feyenoord";"10235";"19";"2200000";"RB";"Netherlands"
"Bart Ramselaar";"614453";"Netherlands";"2015";"FC Utrecht";"9908";"19";"3500000";"AM";"Netherlands"
"Bart Schenkeveld";"188089";"Netherlands";"2015";"PEC Zwolle";"6413";"24";"900000";"CB";"Netherlands"
"Bart Vriends";"150589";"Netherlands";"2013";"Go Ahead Eagles";"6433";"22";"400000";"CB";"Netherlands"
"Bartlomiej Pawlowski";"206830";"Poland";"2013";"Málaga CF";"9864";"21";"600000";"RW";"Spain"
"Bartosz Salamon";"155256";"Poland";"2013";"Sampdoria";"9882";"22";"800000";"CB";"Italy"
"Bas Dost";"104045";"Netherlands";"2010";"SC Heerenveen";"10228";"21";"3500000";"CF";"Netherlands"
"Bas Dost";"104045";"Netherlands";"2012";"VfL Wolfsburg";"8721";"23";"3500000";"CF";"Germany"
"Bas Kuipers";"467480";"Netherlands";"2015";"Excelsior";"10218";"21";"350000";"LB";"Netherlands"
"Bastian Oczipka";"155534";"Germany";"2012";"Eintracht Frankfurt";"9810";"23";"600000";"LB";"Germany"
"Ben Alnwick";"24399";"England";"2010";"Tottenham Hotspur";"8586";"23";"150000";"GK";"England"
